"","Kingdom","Species","in3_0","Kingdom_new","Species_new","Source","Description","Description2","CBD_subcategory","CBD_pathway","CBD_Mechanism","Direct_or_Indirect","Primary_or_Secondary","CountrySpecific","RemovePathways","Checkedby_00","Checkedby","Double_checkedby","Notes"
"123","Plantae","Erigeron canadensis","yes","Plantae","Erigeron canadensis","CABI","Agricultural Practices","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","No","No",NA,"Anna",NA,NA
"124","Plantae","Erodium cicutarium","No","Plantae","Erodium cicutarium","CABI","Fodder","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","No","No",NA,"Anna",NA,NA
"125","Plantae","Eupatorium adenophorum","yes","Plantae","Eupatorium adenophorum","CABI","Agricultural Practices","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","No","No",NA,"Anna",NA,NA
"126","Plantae","Euphorbia esula","yes","Plantae","Euphorbia esula","GISD","Agriculture","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","No","No",NA,"Anna",NA,NA
"127","Plantae","Euphorbia esula","No","Plantae","Euphorbia esula",NA,"Agriculture","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","No","No",NA,"Anna",NA,NA
"128","Plantae","Frangula alnus","4.0999999999999996","Plantae","Frangula alnus","CABI","Agricultural Practices","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"129","Animalia","Frankliniella occidentalis","yes","Animalia","Frankliniella occidentalis","CABI","Agricultural Practices","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","No","No",NA,"Anna",NA,NA
"130","Plantae","Gleditsia triacanthos","yes","Plantae","Gleditsia triacanthos","CABI","Agricultural Practices","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"131","Plantae","Heracleum mantegazzianum","No","Plantae","Heracleum mantegazzianum","GISD","Agriculture","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY",NA,NA,NA,"Yes",NA,"Anna",NA,NA
"132","Plantae","Heracleum mantegazzianum","yes","Plantae","Heracleum mantegazzianum","GISD","Agriculture","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY",NA,NA,NA,"Yes",NA,"Anna",NA,NA
"133","Plantae","Lepidium draba","No","Plantae","Lepidium draba","CABI","Agriculture","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","No","No",NA,"Anna",NA,NA
"134","Plantae","Morus alba","yes","Plantae","Morus alba","CABI","fodder and silkworm rearing","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"135","Plantae","Nassella trichotoma","yes","Plantae","Nassella trichotoma","CABI","Agriculture - contaminated crop, cattle excrement","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Phil",NA,NA
"136","Plantae","Opuntia stricta","No","Plantae","Opuntia stricta","GISD","Agriculture","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"137","Plantae","Opuntia stricta","yes","Plantae","Opuntia stricta","GISD","Agriculture","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"138","Plantae","Panicum maximum",NA,NA,"Panicum maximum","GISD","Agricultural Practices","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Phil",NA,NA
"139","Plantae","Parkinsonia aculeata","yes","Plantae","Parkinsonia aculeata","CABI","Fodder","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Phil",NA,NA
"140","Plantae","Parthenium hysterophorus","yes","Plantae","Parthenium hysterophorus","GISD","Agriculture","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","No","No",NA,"Phil",NA,NA
"141","Plantae","Parthenium hysterophorus","No","Plantae","Parthenium hysterophorus","GISD","Agriculture","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","No","No",NA,"Anna",NA,NA
"142","Animalia","Phenacoccus manihoti","yes","Animalia","Phenacoccus manihoti","CABI","Agriculture - contaminated crop","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","No","No",NA,"Phil",NA,NA
"143","Animalia","Phenacoccus solenopsis","yes","Animalia","Phenacoccus solenopsis","CABI","Agriculture - contaminated crop","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Phil",NA,NA
"144","Animalia","Phyllotreta cruciferae","yes","Animalia","Phyllotreta cruciferae","Gikonyo, M.W., Biondi, M. and Beran, F., 2019. Adaptation of flea beetles to Brassicaceae: host plant associations and geographic distribution of Psylliodes Latreille and Phyllotreta Chevrolat (Coleoptera, Chrysomelidae). ZooKeys, 856, p.51.","Agricultural Practices","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary",NA,"No",NA,"Anna",NA,NA
"145","Animalia","Prostephanus truncatus","yes","Animalia","Prostephanus truncatus","CABI","Agriculture - contaminated crop","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","No","No",NA,"Anna",NA,NA
"146","Animalia","Prostephanus truncatus","No","Animalia","Prostephanus truncatus","CABI","Agriculture - contaminated crop","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","No","No",NA,"Anna",NA,NA
"147","Plantae","Solanum mauritianum","yes","Plantae","Solanum mauritianum","GISD","Agriculture","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"148","Animalia","Solenopsis invicta","yes","Animalia","Solenopsis invicta","GISD","Agriculture - movement of produce","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","N","No",NA,"Ana Novoa",NA,NA
"149","Animalia","Solenopsis invicta","No","Animalia","Solenopsis invicta","GISD","Agriculture - movement of produce","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","N","No",NA,"Anna",NA,NA
"150","Animalia","Stomoxys calcitrans",NA,"Animalia","Stomoxys calcitrans","Heath, A.C.G., 2002. Distribution, seasonality and relative abundance of Stomoxys calcitrans (stablefly)(Diptera: Muscidae) in New Zealand. New Zealand Veterinary Journal, 50(3), pp.93-98.","The distribution of S. calcitrans depicted in Figure 1, using a combination of trapping and anecdotal information, matches closely the distribution of dairy cows in milk published by Anderson (1977; Figure 2). In the only previous study, Todd (1964) concluded that ensilage production areas largely determine the distribution of S. calcitrans, as ensilage is not only an important breeding site for the fly, but is primarily fed to dairy cattle which are an important host.","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary",NA,NA,NA,"Anna",NA,NA
"151","Plantae","Vachellia nilotica",NA,"Plantae","Acacia nilotica","CABI","Agricultural practices","Agricultural practices","Agriculture","Escape","Movement of COMMODITY","Direct","Secondary",NA,NA,"Emma",NA,NA,"Synonym with Acacia nilotica"
"152","Animalia","Wasmannia auropunctata","No","Animalia","Wasmannia auropunctata","GISD","Agriculture","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","N","No",NA,"Anna",NA,NA
"153","Animalia","Wasmannia auropunctata","yes","Animalia","Wasmannia auropunctata","GISD","Agriculture","Agricultural Practices","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","N","No",NA,"Ana Novoa",NA,NA
"154","Plantae","Casuarina equisetifolia",NA,"Plantae","Casuarina equisetifolia","CABI","fuel producing high quality charcoal","Agriculture","Agriculture","Escape","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"155","Plantae","Cenchrus clandestinus","4.0999999999999996","Plantae","Cenchrus clandestinus","Gaviria, J.A., Zuluaga, J.E. and Herrera, A.L., 2019. Diversity of Kikuyu grass (Cenchrus clandestinus): A review. Respuestas, 24(2), pp.82-90.","contributions that they can provide sustainability to the agricultural sector.","Agriculture","Agriculture","Escape","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"156","Plantae","Diplotaxis tenuifolia","4.0999999999999996","Plantae","Diplotaxis tenuifolia","https://www.produccion-animal.com.ar/produccion_y_manejo_reservas/reservas_henos/15-flor_amarilla.pdf","was introduced in the Pampas region as a honey plant, but it has spread becoming one of the most invasive species
abundant.","Agriculture","Agriculture","Escape","Movement of COMMODITY","Direct","Primary",NA,NA,NA,NA,NA,NA
"157","Plantae","Ipomoea biflora","4.0999999999999996","Plantae","Ipomoea biflora","https://www.aphis.usda.gov/plant_health/plant_pest_info/weeds/downloads/wra/Ipomoea-biflora.pdf","frequent seed contaminant of wheat and corn / a seed contaminant in Australia (DAFF, 2010; Emerald Grain, 2013)","Agriculture","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary",NA,NA,NA,"Anna",NA,NA
"158","Plantae","Agave sisalana","No","Plantae","Agave sisalana","CABI","Animal production","Animal production","Agriculture","Escape","Movement of COMMODITY","Direct","Primary","No","No","Anna","Anna",NA,NA
"159","Plantae","Agave sisalana","yes","Plantae","Agave sisalana","CABI","Animal production","Animal production","Agriculture","Escape","Movement of COMMODITY","Direct","Primary","No","No","Anna","Anna",NA,NA
"160","Animalia","Bos taurus","No","Animalia","Bos taurus","CABI","Animal production","Animal production","Agriculture","Escape","Movement of COMMODITY","Direct","Primary","No","No","Anna","Anna",NA,NA
"161","Plantae","Brachiaria mutica","No","Plantae","Urochloa mutica","CABI","Animal production","Animal production","Agriculture","Escape","Movement of COMMODITY","Direct","Primary","No","No","Anna","Anna",NA,NA
"162","Plantae","Cenchrus setaceus","yes","Plantae","Cenchrus setaceus","CABI","Animal production","Animal production","Agriculture","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Emma",NA,NA
"163","Plantae","Leucaena leucocephala","yes","Plantae","Leucaena leucocephala","CABI","Animal production (pathway cause)","Animal production","Agriculture","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"164","Plantae","Mikania micrantha","yes","Plantae","Mikania micrantha","CABI","Animal production (pathway cause)","Animal production","Agriculture","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"165","Plantae","Mimosa diplotricha","No","Plantae","Mimosa diplotricha","CABI","Animal production","Animal production","Agriculture","Escape","Movement of COMMODITY","Indirect","Secondary","No","No",NA,"Anna",NA,NA
"166","Plantae","Neustanthus phaseoloides","4.0999999999999996","Plantae","Pueraria phaseoloides","CABI","Animal production","Animal production","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary",NA,NA,NA,"Anna",NA,NA
"167","Plantae","Opuntia ficus-indica","yes","Plantae","Opuntia ficus-indica","CABI","Animal production (pathway cause)","Animal production","Agriculture","Escape","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"168","Plantae","Opuntia humifusa","yes","Plantae","Opuntia humifusa","CABI [O. monacantha]","Animal production","Animal production","Agriculture","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Ana Novoa",NA,NA
"169","Plantae","Phalaris aquatica","No","Plantae","Phalaris aquatica","CABI","Animal production","Animal production","Agriculture","Escape","Movement of COMMODITY","Direct","Primary","Yes","No",NA,"Anna",NA,NA
"170","Plantae","Prosopis juliflora","yes","Plantae","Prosopis juliflora","CABI","Animal production (pathway cause)","Animal production","Agriculture","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Melina",NA,NA
"171","Plantae","Prosopis juliflora","No","Plantae","Prosopis juliflora","CABI","Animal production (pathway cause)","Animal production","Agriculture","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,NA,NA,NA
"172","Plantae","Solanum viarum","No","Plantae","Solanum viarum","CABI","Animal production","Animal production","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","No","No",NA,"Anna",NA,NA
"173","Plantae","Sorghum halepense","yes","Plantae","Sorghum halepense","CABI","Animal production (pathway cause)","Animal production","Agriculture","Escape","Movement of COMMODITY","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"174","Plantae","Stenotaphrum secundatum","yes","Plantae","Stenotaphrum secundatum","CABI","Animal production (pathway cause)","Animal production","Agriculture","Escape","Movement of COMMODITY","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"175","Plantae","Tithonia diversifolia","yes","Plantae","Tithonia diversifolia","CABI","Animal production (pathway cause)","Animal production","Agriculture","Escape","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"176","Plantae","Xanthium spinosum","No","Plantae","Xanthium spinosum","CABI","Animal production (pathway cause)","Animal production","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","N","No",NA,NA,NA,NA
"177","Plantae","Xanthium spinosum","yes","Plantae","Xanthium spinosum","CABI","Animal production (pathway cause)","Animal production","Agriculture","Escape","Movement of COMMODITY","Indirect","Primary","N","No",NA,"Ana Novoa",NA,NA
"178","Animalia","Zeuzera pyrina","yes","Animalia","Zeuzera pyrina","CABI","Contaminant on plants","Contaminant on plants","Contaminant of plants","Escape","Movement of COMMODITY","Indirect","Primary","N","No",NA,"Ana Novoa",NA,NA
"179","Plantae","Abutilon theophrasti","yes","Plantae","Abutilon theophrasti","CABI","Crop production","Crop production","Agriculture","Escape","Movement of COMMODITY","Direct","Secondary","Yes (USA)","Yes","Anna","Anna",NA,NA
"180","Plantae","Abutilon theophrasti","No","Plantae","Abutilon theophrasti","CABI","Crop production","Crop production","Agriculture","Escape","Movement of COMMODITY","Direct","Primary","Yes","Yes","Anna",NA,NA,"IC4"
