Kingdom,Phylum,Class,Order,Family,Genus,Species,Species2,Environment_IAS,Kingdom_new,CoarseGroups,FineGroups,coarse_group,coarse_group_unspecified,fine_group,Sp_Focus,Species_new,Official_country,Origin,Source,Description,CBD_Mechanism_initial,CBD_Cat_inital,Description2,CBD_Mechanism2,CBD_Cat2,CBD_Mechanism_order,CBD_Cat_order,Description_order,pathway_count,CBD_subcategory,CBD_pathway,CBD_Mechanism,Direct_or_Indirect,Primary_or_Secondary,CountrySpecific,RemovePathways,Checkedby_00,Checkedby,Double_checkedby,Notes
Animalia,Arthropoda,Insecta,Hemiptera,Adelgidae,Adelges,Adelges tsugae,Adelges tsugae,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Adelges tsugae,USA,NA,CABI,Forestry,Movement of COMMODITY,TRANSPORT_CONTAMINANT,Forestry,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Forestry,1,Forestry,Escape,Movement of COMMODITY,Indirect,Primary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Hemiptera,Adelgidae,Adelges,Adelges tsugae,Adelges tsugae,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Adelges tsugae,USA,NA,CABI,Horticulture,Movement of COMMODITY,TRANSPORT_CONTAMINANT,Horticulture,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Horticulture,1,Horticulture,Escape,Movement of COMMODITY,Indirect,Primary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Argentina,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Australia,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Bangladesh/India/Pakistan/Sri Lanka,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Belize,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Bhutan,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Bolivia,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Brazil,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Brunei,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Cambodia,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Cambodia/Malaysia/Thailand,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Canada,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Chile,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,China,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Colombia,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Cuba,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Diverse/Unspecified,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Ecuador,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,France,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Guatemala,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,India,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Indonesia,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Laos,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Malaysia,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Mexico,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Myanmar,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Nicaragua,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Panama,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Paraguay,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Peru,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Philippines,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Singapore,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Sri Lanka,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Suriname,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Aedes aegypti,semi-aquatic,Animalia,semi-aquatic invertebrate,semi-aquatic arthropod,Insect,Insect,Insect,single,Aedes aegypti,Thailand,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-2,"tree holes, bamboo internodes and leaf axils",Movement of COMMODITY,TRANSPORT_CONTAMINANT,Timber trade contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant on plants,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,No,No,Anna,Anna,,
